id,question_id,participant_id,frisian,dutch,english,Arguments
4_8553,4,8553,"Denk belangrijk om de energie-opwekking niet teveel te versnipperen. Maar er wel voor zorgen dan het niet giga opwekking wordt zoals met de windmolens in het IJselmeer! Dat is weer te grootschalig. Mooie mix maken dus van groot, midden en lokaal kleinschalig met weinig lawaai/zicht vervuiling.","Denk belangrijk om de energie-opwekking niet teveel te versnipperen. Maar er wel voor zorgen dan het niet giga opwekking wordt zoals met de windmolens in het IJselmeer! Dat is weer te grootschalig. Mooie mix maken dus van groot, midden en lokaal kleinschalig met weinig lawaai/zicht vervuiling.","Think important not to fragment energy generation too much. But make sure that it does not become giga generation as with the windmills in the IJselmeer! That is again too large-scale. Nice mix of large, middle and local small-scale with little noise / visibility pollution.",
6_6676,6,6676,"Lokaal of provinciaal, dat kan. Verdeling in kleinere, lokale en provinciale netwerken maakt minder kwetsbaar en vergroot de betrokkenheid.","Lokaal of provinciaal, dat kan. Verdeling in kleinere, lokale en provinciale netwerken maakt minder kwetsbaar en vergroot de betrokkenheid.","Local or provincial, that's possible. Distribution into smaller, local and provincial networks makes less vulnerable and increases engagement.",
1_118920,1,118920,"Gemeente moet het samen met de inwoners doen.Anders heeft de gemeente te veel macht,en word het landschap vergeten wanneer er geld mee gemoeit is.(zie wat er in het ijssel meer staat te gebeuren).","Gemeente moet het samen met de inwoners doen.Anders heeft de gemeente te veel macht,en word het landschap vergeten wanneer er geld mee gemoeit is.(zie wat er in het ijssel meer staat te gebeuren).","The municipality has to do it together with the inhabitants. Otherwise, the municipality has too much power, and the landscape is forgotten when money is spent on it. (see what's happening in the ijssel lake).",
4_102329,4,102329,Met sturing vanuit overheid plekken kiezen met minste hinder voor mens en natuur   Maar ook met opbrengst om lokaal te gebruiken,Met sturing vanuit overheid plekken kiezen met minste hinder voor mens en natuur   Maar ook met opbrengst om lokaal te gebruiken,"With government control, choosing places with the least inconvenience for people and nature But also with yield to use locally",
3_6236,3,6236,Alle daadwerkelijke investeringen die verband houden met de energietransitie moeten door marktpartijen worden gerealiseerd. De mogelijkheden en kosten die dergelijke marktpartijen - inclusief de grote energiebedrijven - bieden zijn verregaand bepalend voor de keuzes die particulieren en gemeente maken.,Alle daadwerkelijke investeringen die verband houden met de energietransitie moeten door marktpartijen worden gerealiseerd. De mogelijkheden en kosten die dergelijke marktpartijen - inclusief de grote energiebedrijven - bieden zijn verregaand bepalend voor de keuzes die particulieren en gemeente maken.,All actual investments related to the energy transition must be realised by market parties. The possibilities and costs offered by such market parties - including the large energy companies - are largely decisive for the choices made by private individuals and the municipality.,
5_118733,5,118733,Opslag is heel belangrijk en moet daarom op het hoogste en meest professionele overheidsniveau worden behandeld. De gemeente heeft daarvoor niet de capaciteiten in huis.,Opslag is heel belangrijk en moet daarom op het hoogste en meest professionele overheidsniveau worden behandeld. De gemeente heeft daarvoor niet de capaciteiten in huis.,Storage is very important and should therefore be handled at the highest and most professional level of government. The municipality does not have the capacity to do so.,
1_118639,1,118639,"Ik geloog niet op grote schaal in eigen initiatief, EEn instantie moet coordineren en richting geven, maar niet de markt of de nationale overheid. De gemeente kan deze rol goed spelen, omdat ze relatief dicht bij de inwoners kunnen staan en wellicht het beste zijn om inwoners te horen over hun keuze en deze áfgewogen'tot uitvoer te brengen","Ik geloog niet op grote schaal in eigen initiatief, EEn instantie moet coordineren en richting geven, maar niet de markt of de nationale overheid. De gemeente kan deze rol goed spelen, omdat ze relatief dicht bij de inwoners kunnen staan en wellicht het beste zijn om inwoners te horen over hun keuze en deze áfgewogen'tot uitvoer te brengen","I did not lie on a large scale on my own initiative, one body should coordinate and give direction, but not the market or the national government. The municipality can play this role well, because they can be relatively close to the inhabitants and may be best to hear residents about their choice and to implement it in a balanced way.",
2_117966,2,117966,"Om een positieve benadering van de plannen, door de inwoners van onze gemeente te bereiken, is dit punt mede van belang.","Om een positieve benadering van de plannen, door de inwoners van onze gemeente te bereiken, is dit punt mede van belang.","In order to achieve a positive approach to the plans, by the residents of our municipality, this point is also important.",
2_8451,2,8451,"In veel buurten denk ik dat bewoners zelf een behoorlijke mate van maatregelen kunnen treffen, en dit op dit moment ook al deels (individueel) doen. Dit moet vooral gestimuleerd worden.    Gezamenlijke investeringen in zonnepanelen, lokale windenergie, gedeelde warmtepompen kunnen hier en daar hele goede oplossingen zijn.     Waar een warmtenet de beste oplossing is,  daar kan dan de gemeente weer beter de leiding in nemen.","In veel buurten denk ik dat bewoners zelf een behoorlijke mate van maatregelen kunnen treffen, en dit op dit moment ook al deels (individueel) doen. Dit moet vooral gestimuleerd worden.    Gezamenlijke investeringen in zonnepanelen, lokale windenergie, gedeelde warmtepompen kunnen hier en daar hele goede oplossingen zijn.     Waar een warmtenet de beste oplossing is,  daar kan dan de gemeente weer beter de leiding in nemen.","In many neighborhoods, I think that residents can take a considerable amount of measures themselves, and are already doing this partly (individually) at the moment. Above all, this must be encouraged.    Joint investments in solar panels, local wind energy, shared heat pumps can be very good solutions here and there.     Where a heat network is the best solution, the municipality can then take the lead again.",
6_8057,6,8057,Iedere provincie moet een aandeel nemen en niet alles van Fryslan vragen. Straks hebben wij een groen meer voor onszelf,Iedere provincie moet een aandeel nemen en niet alles van Fryslan vragen. Straks hebben wij een groen meer voor onszelf,Every province should take a share and not ask everything from Fryslan. Soon we will have a green lake to ourselves,
1_118420,1,118420,Goed wanneer de gemeente de regie voert en deze klus samen met de inwoners aangaat. In nauw overleg met elkaar. Grote bedrijven moeten niet de leiding krijgen over zoiets belangrijks als de energievoorziening. Geld is dan de drijfveer en bijvoorbeeld in de zorg zien we nu waar die marktwerking toe kan leiden.,Goed wanneer de gemeente de regie voert en deze klus samen met de inwoners aangaat. In nauw overleg met elkaar. Grote bedrijven moeten niet de leiding krijgen over zoiets belangrijks als de energievoorziening. Geld is dan de drijfveer en bijvoorbeeld in de zorg zien we nu waar die marktwerking toe kan leiden.,"Good when the municipality is in charge and takes on this job together with the residents. In close consultation with each other. Large companies should not be put in charge of something as important as the energy supply. Money is then the driving force and in healthcare, for example, we now see where market forces can lead.",
4_119747,4,119747,"Dit is goed, want je ziet op weinig plekken dan windmolens of zonnepanelen en zo blijft het landschap toch nog mooi.","Dit is goed, want je ziet op weinig plekken dan windmolens of zonnepanelen en zo blijft het landschap toch nog mooi.","This is good, because you see windmills or solar panels in few places and so the landscape remains beautiful.",
3_7677,3,7677,"De belangen liggen niet bij de bewoners. Als de bewoners er niet uit komen, kan in samenspraak met de gemeente altijd nog voor bedrijven gekozen worden.","De belangen liggen niet bij de bewoners. Als de bewoners er niet uit komen, kan in samenspraak met de gemeente altijd nog voor bedrijven gekozen worden.","The interests do not lie with the residents. If the residents cannot find a solution, companies can always be chosen in consultation with the municipality.",
2_9333,2,9333,op zich is het het mooist als de inwoners van een kern zelf zorgen voor de nodige voorzieningen. De inwoners zijn er op deze manier ook bewuster mee bezig. Het is dan ook goed dat de extra opbrengst terugvloeit naar deze inwoners. Wanneer het echter gaat om grootschalige projecten zoals zonneparken of windmolens wordt dit anders omdat deze 2 vormen invloed hebben op het landschap. Je wilt niet bij iedere kern een zonnepark of een windmolenparkje.,op zich is het het mooist als de inwoners van een kern zelf zorgen voor de nodige voorzieningen. De inwoners zijn er op deze manier ook bewuster mee bezig. Het is dan ook goed dat de extra opbrengst terugvloeit naar deze inwoners. Wanneer het echter gaat om grootschalige projecten zoals zonneparken of windmolens wordt dit anders omdat deze 2 vormen invloed hebben op het landschap. Je wilt niet bij iedere kern een zonnepark of een windmolenparkje.,"In itself, it is best if the inhabitants of a core provide the necessary facilities themselves. In this way, the inhabitants are also more aware of it. It is therefore good that the extra proceeds flow back to these residents. However, when it comes to large-scale projects such as solar parks or wind turbines, this becomes different because these 2 forms affect the landscape. You don't want a solar park or a wind farm at every core.",
5_6410,5,6410,"Zet zoveel mogelijk in op het realiseren van duurzame energie op bestaande gebouwen. Er zijn genoeg loodsen, boerenbedrijven en huizen die ruimte hebben voor panelen.","Zet zoveel mogelijk in op het realiseren van duurzame energie op bestaande gebouwen. Er zijn genoeg loodsen, boerenbedrijven en huizen die ruimte hebben voor panelen.","Focus as much as possible on the realization of sustainable energy on existing buildings. There are plenty of sheds, farms and houses that have space for panels.",
4_117111,4,117111,"Wat mij hier het meest in aanspreekt is de geringe aantasting van de omgeving (het landschap). Dit geldt vooral voor windmolenparken en zonneweides.  In deze enquête wordt weinig tot geen aandacht gegeven aan de mogelijkheden van aquathermie. Diverse studies (o.a.vanuit TU Delft) geven aan dat deze vorm van warmte-opwekking veel mogelijkheden heeft in Friesland. Het landschap wordt nauwelijks aangetast door aquathermie. Elektriciteit zou dan opgewekt kunnen worden door panelen op daken, zowel op bedrijfsdaken als op daken van particuliere huizen.","Wat mij hier het meest in aanspreekt is de geringe aantasting van de omgeving (het landschap). Dit geldt vooral voor windmolenparken en zonneweides.  In deze enquête wordt weinig tot geen aandacht gegeven aan de mogelijkheden van aquathermie. Diverse studies (o.a.vanuit TU Delft) geven aan dat deze vorm van warmte-opwekking veel mogelijkheden heeft in Friesland. Het landschap wordt nauwelijks aangetast door aquathermie. Elektriciteit zou dan opgewekt kunnen worden door panelen op daken, zowel op bedrijfsdaken als op daken van particuliere huizen.","What appeals to me most is the slight degradation of the environment (the landscape). This is especially true for wind farms and solar farms.  In this survey, little to no attention is given to the possibilities of aquathermy. Various studies (including from TU Delft) indicate that this form of heat generation has many possibilities in Friesland. The landscape is hardly affected by aquathermy. Electricity could then be generated by panels on roofs, both on company roofs and on roofs of private houses.",
5_118301,5,118301,"Opslag genoeg voor eigen gebruik vind ik oké, maar om hier een opslag te maken voor een groot gedeelte van Nederland lijkt me niks.","Opslag genoeg voor eigen gebruik vind ik oké, maar om hier een opslag te maken voor een groot gedeelte van Nederland lijkt me niks.","I think storage enough for personal use is okay, but to make a storage here for a large part of the Netherlands seems like nothing to me.",
6_119570,6,119570,"Hierdoor krijg je als gemeente een goede naam in Nederland, en er wordt veel mee verdient. Ook komt er meer werkgelegenheid, waardoor jongeren hier blijven wonen, en niet vertrekken naar bijvoorbeeld de randstad.   Maar om heel Nederland te voorzien van stroom, is heel veel stroom nodig, en ik vraag mij af of dat wel allemaal hier moet. Want op dan komen er op veel meer plekken in SWF windmolen, en zonneparken parken.","Hierdoor krijg je als gemeente een goede naam in Nederland, en er wordt veel mee verdient. Ook komt er meer werkgelegenheid, waardoor jongeren hier blijven wonen, en niet vertrekken naar bijvoorbeeld de randstad.   Maar om heel Nederland te voorzien van stroom, is heel veel stroom nodig, en ik vraag mij af of dat wel allemaal hier moet. Want op dan komen er op veel meer plekken in SWF windmolen, en zonneparken parken.","This gives you as a municipality a good name in the Netherlands, and a lot is earned with it. There will also be more employment, so that young people continue to live here, and do not leave for, for example, the Randstad.   But to supply the whole of the Netherlands with electricity, a lot of power is needed, and I wonder whether all that is necessary here. Because then there will be wind turbines and solar parks in many more places in SWF.",
5_120047,5,120047,"Bij veel lokale energieopwekking hoort ook opslag, in welke vorm dan ook. Hier kan de gemeente samen met de netbeheerder een leidende rol spelen.","Bij veel lokale energieopwekking hoort ook opslag, in welke vorm dan ook. Hier kan de gemeente samen met de netbeheerder een leidende rol spelen.","A lot of local energy generation also includes storage, in whatever form. Here, the municipality can play a leading role together with the network operator.",
2_119854,2,119854,In de energiemix van de toekomst zal een belangrijk deel van de oplossing door de inwoners zelf opgepakt moeten worden en een grote groep wil dit ook graag. Dan moeten er wel duidelijke beleidskaders beschikbaar zijn zodat inwoners weten wat ze kunnen/mogen (zie 1). Het (faciliteren van) zelf doen biedt ook veel mogelijkheden om goed in te spelen op lokale sterktes/kansen.,In de energiemix van de toekomst zal een belangrijk deel van de oplossing door de inwoners zelf opgepakt moeten worden en een grote groep wil dit ook graag. Dan moeten er wel duidelijke beleidskaders beschikbaar zijn zodat inwoners weten wat ze kunnen/mogen (zie 1). Het (faciliteren van) zelf doen biedt ook veel mogelijkheden om goed in te spelen op lokale sterktes/kansen.,"In the energy mix of the future, an important part of the solution will have to be taken up by the residents themselves and a large group would also like this. In that case, clear policy frameworks must be available so that residents know what they can/may do (see 1). (Facilitating) doing it yourself also offers many opportunities to respond well to local strengths / opportunities.",
2_120007,2,120007,"Het zou prachtig zijn als je als wijk de faciliteiten voor energieopwekking zelf in harmonie kunt regelen. De kosten en baten kunnen dan eerlijk worden verdeeld. Een groot praktisch nadeel is dat het lastig is om alle inwoners op één beleidslijn te krijgen, net als in een vereniging van eigenaren. Onder mijn directe buren bevinden zich al tegenstanders van duurzame opwekking van energie ('er is gas genoeg - in Rusland') en van warmtepompen ('maken herrie"", terwijl feit: minder dan voorbijrijdend verkeer en 's nachts bijna uit).","Het zou prachtig zijn als je als wijk de faciliteiten voor energieopwekking zelf in harmonie kunt regelen. De kosten en baten kunnen dan eerlijk worden verdeeld. Een groot praktisch nadeel is dat het lastig is om alle inwoners op één beleidslijn te krijgen, net als in een vereniging van eigenaren. Onder mijn directe buren bevinden zich al tegenstanders van duurzame opwekking van energie ('er is gas genoeg - in Rusland') en van warmtepompen ('maken herrie"", terwijl feit: minder dan voorbijrijdend verkeer en 's nachts bijna uit).","It would be wonderful if you as a district could arrange the facilities for energy generation in harmony yourself. The costs and benefits can then be shared fairly. A major practical disadvantage is that it is difficult to get all residents on one policy, just like in an association of owners. Among my immediate neighbours there are already opponents of sustainable energy generation ('there is enough gas - in Russia') and of heat pumps ('make noise', while fact: less than passing traffic and almost out at night).",
4_5989,4,5989,"Beter op één plek grootschalige energieopwekking, zoals nu ook gebeurd met gascentrales of kolencentrales dan het hele landschap vernietigen door overal windmolens en energievelden te plaatsen. We moeten er ook voor waken dat het noorden niet de energieopwekking opzich neemt voor de rest van Nederland omdat het hier toch 'leeg' is en genoeg 'ruimte' is. Het noorden en dan met name Groningen moet niet opnieuw wingewest worden voor de Randstad. We hebben gezien waar dat toe leidt.","Beter op één plek grootschalige energieopwekking, zoals nu ook gebeurd met gascentrales of kolencentrales dan het hele landschap vernietigen door overal windmolens en energievelden te plaatsen. We moeten er ook voor waken dat het noorden niet de energieopwekking opzich neemt voor de rest van Nederland omdat het hier toch 'leeg' is en genoeg 'ruimte' is. Het noorden en dan met name Groningen moet niet opnieuw wingewest worden voor de Randstad. We hebben gezien waar dat toe leidt.","It is better to generate large-scale energy in one place, as is now the case with gas-fired or coal-fired power stations, than to destroy the entire landscape by placing windmills and energy fields everywhere. We must also ensure that the north does not take on the energy generation for the rest of the Netherlands because it is 'empty' here and there is enough 'space'. The north, and especially Groningen, should not once again become a wingewest for the Randstad. We've seen where that leads.",
3_8916,3,8916,"Ook de markt kan een belangrijke bijdrage leveren aan de opgave die er ligt. Hier kan de gemeente gebruik van maken. Maar de regie blijkt bij de gemeente, want er zijn ook minder draagkrachtige gebieden en inwoners. het moet niet zo zijn dat de markt alleen de economisch rendabele gebieden pakt en de rest blijft liggen.","Ook de markt kan een belangrijke bijdrage leveren aan de opgave die er ligt. Hier kan de gemeente gebruik van maken. Maar de regie blijkt bij de gemeente, want er zijn ook minder draagkrachtige gebieden en inwoners. het moet niet zo zijn dat de markt alleen de economisch rendabele gebieden pakt en de rest blijft liggen.","The market can also make an important contribution to the task at hand. The municipality can make use of this. But the control appears to be with the municipality, because there are also less well-off areas and inhabitants. It should not be the case that the market only takes the economically viable areas and the rest remains.",
1_10383,1,10383,Zonder regie gaat het niet goed. Net als bij andere ruimtelijke ontwikkelingen moet de overheid zorgen dat winstgevende en verliesgevende delen van de energie infrastructuur in goede balans en op de juiste wijze gerealiseerd worden,Zonder regie gaat het niet goed. Net als bij andere ruimtelijke ontwikkelingen moet de overheid zorgen dat winstgevende en verliesgevende delen van de energie infrastructuur in goede balans en op de juiste wijze gerealiseerd worden,"Things don't go well without direction. As with other spatial developments, the government must ensure that profitable and loss-making parts of the energy infrastructure are in good balance and realized in the right way.",
1_118830,1,118830,Dit is nodig om geheel overzichtelijk en geordend te houden. Wildgroei aan molens en zonneparken voorkomen.,Dit is nodig om geheel overzichtelijk en geordend te houden. Wildgroei aan molens en zonneparken voorkomen.,This is necessary to keep it completely clear and orderly. Prevent the proliferation of windmills and solar parks.,
6_120032,6,120032,Goed idee als je dat kunt bereiken met uitputten van bestaande daken etc. niet grootschalige zonneparken.,Goed idee als je dat kunt bereiken met uitputten van bestaande daken etc. niet grootschalige zonneparken.,Good idea if you can achieve that with exhaustion of existing roofs etc. not large-scale solar parks.,
1_119464,1,119464,"De gemeente vertegenwoordigd de burger en dat geldt ook hiervoor, als het goed is. Ook hebben ze overzicht over de te volgen routes om tot een plan en uitvoering te komen. En de benodigde menskracht. Het is van belang dat er in de plannen meegewogen wordt de invloed daarvan op het landschap. De gemeente ligt per slot van rekening niet voor niets in het in het Nat. Landschap Zuidwest Fryslân","De gemeente vertegenwoordigd de burger en dat geldt ook hiervoor, als het goed is. Ook hebben ze overzicht over de te volgen routes om tot een plan en uitvoering te komen. En de benodigde menskracht. Het is van belang dat er in de plannen meegewogen wordt de invloed daarvan op het landschap. De gemeente ligt per slot van rekening niet voor niets in het in het Nat. Landschap Zuidwest Fryslân","The municipality represents the citizen and that also applies to this, if all goes well. They also have an overview of the routes to follow to arrive at a plan and implementation. And the manpower needed. It is important that the impact on the landscape is taken into account in the plans. After all, the municipality is in the Nat for a reason. Landscape Southwest Fryslân",
1_7648,1,7648,Sorry mar hjir moat stean: Motivearje dyn seleksje. Om wyldgroei foar te kommen moat de gemeenteried as fertsjintwurdiger fan de boargers de rezjy yn hannen hâlde. It giet hjir om mienskipsfersjenningen dy't net oerlitten wurde moat oan de frije merk dêr't oandielhâlders der mei de pût fan trochgeane. Yn dat lêste gefal is winst de wichtichste driuwfear en komme lânskip en fersjenningen op it twadde plak.,"Sorry, maar het zou hier moeten staan: Motiveer uw keuze. Om wildgroei te voorkomen moet het stadsbestuur als vertegenwoordiger van de burgers de regering in handen houden. Het gaat hier om voordelen voor de gemeenschap die niet mogen worden overgelaten aan de vrije markt waar aandeelhouders er nog steeds van profiteren. In het laatste geval is winst de belangrijkste drijfveer en komen landschap en voorzieningen op de tweede plaats.","Sorry, but it should be here: Justify your choice. In order to prevent sprawl, the city council, as a representative of the citizens, must keep the government in control. These are community benefits that should not be left to the free market where shareholders still benefit. In the latter case, profit is the main driver and landscape and facilities come second.",
1_8389,1,8389,"Gemeente staat het dichtst bij haar bewoners. Wel is de vraag of de gemeente voldoende deskundigheid in huis heeft om adequaat in te spelen op de behoeften van de (individuele) bewoners. Als de gemeente er niet in slaagt om draagvlak te creeëren dan wordt het niets. De gemeente moet en kan er het best voor zorgen dat in klein verband (bv per wijk) nut en noodzaak van de energietransitie helder wordt overgebracht. Op dit moment zijn er nog veel te veel vragen en is de energietransitie voor heel veel mensen allesbehalve een prioriteit. De bewoners zijn er gebaat bij dat een eventueel (""los van het gas"" budgettair neutraal verloopt. Uit onderzoek is gebleken dat mensen gemiddeld tussen de 1500 en 2500 euro (kosten nieuwe cv installatie) over hebben voor die transitie. Uiteraard valt er nog veel meer over te zeggen maar de conclusie blijft dat de gemeente(n) hier een uitermate belangrijke rol in moeten spelen","Gemeente staat het dichtst bij haar bewoners. Wel is de vraag of de gemeente voldoende deskundigheid in huis heeft om adequaat in te spelen op de behoeften van de (individuele) bewoners. Als de gemeente er niet in slaagt om draagvlak te creeëren dan wordt het niets. De gemeente moet en kan er het best voor zorgen dat in klein verband (bv per wijk) nut en noodzaak van de energietransitie helder wordt overgebracht. Op dit moment zijn er nog veel te veel vragen en is de energietransitie voor heel veel mensen allesbehalve een prioriteit. De bewoners zijn er gebaat bij dat een eventueel (""los van het gas"" budgettair neutraal verloopt. Uit onderzoek is gebleken dat mensen gemiddeld tussen de 1500 en 2500 euro (kosten nieuwe cv installatie) over hebben voor die transitie. Uiteraard valt er nog veel meer over te zeggen maar de conclusie blijft dat de gemeente(n) hier een uitermate belangrijke rol in moeten spelen","The municipality is closest to its inhabitants. However, the question is whether the municipality has sufficient expertise in-house to adequately respond to the needs of the (individual) residents. If the municipality fails to create support, it will be nothing. The municipality must and can best ensure that the usefulness and necessity of the energy transition is clearly conveyed in a small context (e.g. per district). At the moment there are still far too many questions and the energy transition is anything but a priority for many people. The residents benefit from the fact that a possible (""separate from the gas"" is fiscally neutral. Research has shown that people have on average between 1500 and 2500 euros (costs of new central heating system) left over for that transition. Of course there is much more to say about it, but the conclusion remains that the municipality (s) must play an extremely important role in this.",
4_119567,4,119567,"Ik denk dat dit wel handig is maar niet het allerbelangrijkste, omdat andere zaken voor gaan op deze. Deze zal uiteindelijk wel van belang zijn om de zaken later te laten blijven rollen.","Ik denk dat dit wel handig is maar niet het allerbelangrijkste, omdat andere zaken voor gaan op deze. Deze zal uiteindelijk wel van belang zijn om de zaken later te laten blijven rollen.","I think this is useful but not the most important thing, because other things take precedence over this one. This will ultimately be important to keep things rolling later.",
1_60927,1,60927,"De gemeente moet kaderstellend en sturend werken en de inbreng van burgers faciliteren. De ""markt"" moet niet leidend zijn.","De gemeente moet kaderstellend en sturend werken en de inbreng van burgers faciliteren. De ""markt"" moet niet leidend zijn.","The municipality must set the framework and guide and facilitate the input of citizens. The ""market"" should not be leading.",
1_119406,1,119406,"Ik wil dat de gemeente leiding neemt op de grotere projecten die algemeen belang dient.  Ik wil niet dat de gemeente bepaalt of ik mee moet doen met een duur project dat weinig bijdraagt of het paard achter de wagen bindt. Ik zou graag zien dat de gemeente ook in de prvincie en landelijk invloed heeft op ontwikkelingen rond een alternatief voor het aardgas door te onderzoeken hoe waterstofgas inzetbaar is als vervanger. Die infrastructuur hebben we al en is wellicht een goed alternatief voor woningen die minder goed energiearm te maken zijn.  Ik zal nooit bijdragen aan projecten die fossiele brandstof blijven gebruiken en/of biomassa inzetten.  Dit heeft wellicht op de energieopwekking een positief resultaat, maar niet op de leefbaarheid. Palletkachels, vuurkorven, open haarden moeten verboden worden of aan strenge regels onderworpen zijn. We stikken de moord onderhand met al dat gestook in de openbare ruimte. Dus ik wil de keuze houden.","Ik wil dat de gemeente leiding neemt op de grotere projecten die algemeen belang dient.  Ik wil niet dat de gemeente bepaalt of ik mee moet doen met een duur project dat weinig bijdraagt of het paard achter de wagen bindt. Ik zou graag zien dat de gemeente ook in de prvincie en landelijk invloed heeft op ontwikkelingen rond een alternatief voor het aardgas door te onderzoeken hoe waterstofgas inzetbaar is als vervanger. Die infrastructuur hebben we al en is wellicht een goed alternatief voor woningen die minder goed energiearm te maken zijn.  Ik zal nooit bijdragen aan projecten die fossiele brandstof blijven gebruiken en/of biomassa inzetten.  Dit heeft wellicht op de energieopwekking een positief resultaat, maar niet op de leefbaarheid. Palletkachels, vuurkorven, open haarden moeten verboden worden of aan strenge regels onderworpen zijn. We stikken de moord onderhand met al dat gestook in de openbare ruimte. Dus ik wil de keuze houden.","I want the municipality to take charge of the larger projects that serve the public interest.  I don't want the municipality to decide whether I should participate in an expensive project that contributes little or puts the cart before the horse. I would like to see the municipality also have influence in principle and nationally on developments regarding an alternative to natural gas by investigating how hydrogen gas can be used as a substitute. We already have this infrastructure and it may be a good alternative for homes that are less energy depleted.  I will never contribute to projects that continue to use fossil fuel and/or biomass.  This may have a positive result on energy generation, but not on the quality of life. Pallet stoves, fire pits, fireplaces must be prohibited or subject to strict rules. We are now choking on the murder with all that cooking in the public space. So I want to keep the choice.",
6_118889,6,118889,"Heeft niet mijn grote voorkeur omdat het zeer waarschijnlijk afbreuk doet aan het landschap, vooral wanneer het een min of meer industriële opzet wordt. Voordeel is wel dat we er met z'n allen financieel iets aan kunnen hebben.","Heeft niet mijn grote voorkeur omdat het zeer waarschijnlijk afbreuk doet aan het landschap, vooral wanneer het een min of meer industriële opzet wordt. Voordeel is wel dat we er met z'n allen financieel iets aan kunnen hebben.","Not my main preference because it most likely detracts from the landscape, especially when it becomes a more or less industrial set-up. The advantage is that we can all benefit financially.",
5_5940,5,5940,"Door opslag van elektrische energie lokaal (woning, auto, centraal in kernen) kan zonne-en windenergie dicht bij de bron en de behoefte blijven. Dit bespaart grote investeringen in stroominfrastructuur en geeft burger meer regie en gevoel dat'ie over zijn eigen energie(transitie) gaat hetgeen draagvlak voor het proces versterkt.","Door opslag van elektrische energie lokaal (woning, auto, centraal in kernen) kan zonne-en windenergie dicht bij de bron en de behoefte blijven. Dit bespaart grote investeringen in stroominfrastructuur en geeft burger meer regie en gevoel dat'ie over zijn eigen energie(transitie) gaat hetgeen draagvlak voor het proces versterkt.","By storing electrical energy locally (home, car, central to cores) solar and wind energy can stay close to the source and need. This saves large investments in electricity infrastructure and gives citizens more control and the feeling that it is about their own energy (transition), which strengthens support for the process.",
1_5847,1,5847,Deze rol is voor de gemeente. De gemeente is er voor de burgers. Burgers kun je het beste mee laten doen als de gemeente mogelijkheden schept. Er is een kleine groep burgers die wel voldoende eigen initiatief hebben.(interesse en motivatie),Deze rol is voor de gemeente. De gemeente is er voor de burgers. Burgers kun je het beste mee laten doen als de gemeente mogelijkheden schept. Er is een kleine groep burgers die wel voldoende eigen initiatief hebben.(interesse en motivatie),This role is for the municipality. The municipality is there for the citizens. Citizens are best allowed to participate if the municipality creates opportunities. There is a small group of citizens who do have sufficient initiative of their own. (interest and motivation),
2_5898,2,5898,"De meeste inwoners zijn (hopelijk) calculerende burgers. Veel kleine beetjes bij 90.000 inwoners maken één grote.  Maar dat moet je wel stimuleren. Gedragsverandering stimuleren, maar ook zorgen dat individuele investeringen zich terugverdienen. Of groepsinvesteringen.   Omdat hier ook moet gelden dat investeringen moeten lonen, zou het het beste zijn om risicodragende leningen te verstrekken aan collectieve inspanningen door coöperaties.  Wel strenge eisen stellen aan landschapsvervuiling. .Dus niet dat elk dorp straks een enorme dorpsmolen heeft of een zonnefarm. Er zijn nog zoveel daken die met zonnepanelen afgedekt kunnen worden...","De meeste inwoners zijn (hopelijk) calculerende burgers. Veel kleine beetjes bij 90.000 inwoners maken één grote.  Maar dat moet je wel stimuleren. Gedragsverandering stimuleren, maar ook zorgen dat individuele investeringen zich terugverdienen. Of groepsinvesteringen.   Omdat hier ook moet gelden dat investeringen moeten lonen, zou het het beste zijn om risicodragende leningen te verstrekken aan collectieve inspanningen door coöperaties.  Wel strenge eisen stellen aan landschapsvervuiling. .Dus niet dat elk dorp straks een enorme dorpsmolen heeft of een zonnefarm. Er zijn nog zoveel daken die met zonnepanelen afgedekt kunnen worden...","Most of the inhabitants are (hopefully) calculating citizens. A lot of little bits at 90,000 inhabitants make one big one.  But you have to encourage that. Stimulate behavioural change, but also ensure that individual investments pay for themselves. Or group investments.   Since investments must also pay off here, it would be best to provide risk-bearing loans to collective efforts by cooperatives.  Do set strict requirements for landscape pollution. . So not that every village will soon have a huge village mill or a solar farm. There are still so many roofs that can be covered with solar panels...",
1_5467,1,5467,"De gemeente moet de leiding hebben en moet duurzame energie stimuleren met subsidies, want anders gaat de doelstelling 2030 niet lukken. De energie moet regionaal worden opgewekt door bijv. zonnepanelen op alle daken en warmte pompen voor alle gebouwen . Ook energie uit bodem/water moet verder worden onderzocht. Zo min mogelijk zicht/landschap vervuiling! Geen grote wind/zon parken. Verder inzetten op energie bezuiniging.","De gemeente moet de leiding hebben en moet duurzame energie stimuleren met subsidies, want anders gaat de doelstelling 2030 niet lukken. De energie moet regionaal worden opgewekt door bijv. zonnepanelen op alle daken en warmte pompen voor alle gebouwen . Ook energie uit bodem/water moet verder worden onderzocht. Zo min mogelijk zicht/landschap vervuiling! Geen grote wind/zon parken. Verder inzetten op energie bezuiniging.","The municipality must be in charge and must stimulate sustainable energy with subsidies, otherwise the 2030 target will not succeed. The energy must be generated regionally by, for example, solar panels on all roofs and pumping heat for all buildings. Energy from soil/water should also be further investigated. As little visibility/landscape pollution as possible! No large wind/solar parks. Further focus on energy savings.",
